39527.25,27.46636009,27.62891006,8.822265625,5.396483898,1691.651001,7.366691113,78.55264282,13.51465034,36.84375,49.53516006,89.08007813,92.59375,99.771492,8588.513672,60.45621872,45.68021011,3.066406012,55.95146179,71.27528381,30.65937042,30.5925808,375845.3125,45.99155045,3.265625,2.267400026,1.721600056
39527.25208,27.47182083,27.56641006,8.869141579,5.396483898,1698.780029,7.370452881,78.7179184,13.69824028,36.84375,49.65235138,89.16796112,92.6875,99.76924133,8603.499023,59.00574112,,3.037108898,55.95682907,71.27528381,30.61914063,30.60351944,380038.1875,45.98445129,3.265625,2.267194986,1.720545053
39527.25417,27.4772892,27.53906059,8.734374046,5.404295921,1703.457031,7.374215126,78.39945221,13.74219036,36.84375,49.99805069,89.16796112,92.71875,99.76699829,8565.542969,58.84925842,43.23199081,3.066406012,55.96220016,71.27528381,30.60791016,30.57226944,389348,45.9773407,3.243652105,,1.700500011
39527.25625,27.48275948,,8.734374046,5.427733898,1699.296997,7.377975941,78.48510742,13.86719036,36.84375,50.17969131,89.19139862,92.71875,99.76474762,8565.149414,58.99694824,44.10483932,3.059082031,55.96757889,71.27528381,30.5925808,30.59882927,385134.5938,45.97024155,3.265625,2.263299942,1.700500011
39527.25833,27.48822021,27.47656059,8.756346703,5.427733898,1686.083984,7.381738186,78.51753235,13.74219036,36.84375,50.25,89.16796112,92.80664063,99.76249695,8511.96582,58.66878128,42.33285904,3.037108898,55.97294998,71.27528381,30.64843941,30.61680031,359803,45.96313095,3.265625,2.263299942,1.700500011
39527.26042,27.49369049,27.46875,8.756346703,5.427733898,1691.494019,7.385499954,78.57552338,13.68358994,36.84375,50.27344131,89.26171875,92.80664063,99.76026154,8498.558594,60.539711,44.46012878,3.037108898,55.97832108,71.27528381,30.63281059,30.57695961,376974.5938,45.9560318,3.265625,2.263299942,1.700500011
39527.2625,27.49916077,27.73731041,8.822265625,5.427733898,1684.032959,7.389262199,78.6361618,13.62108994,36.84375,50.27344131,89.23828125,92.8359375,99.75801086,8541.178711,61.05226135,43.91756821,3.037108898,55.98368835,71.27528381,30.63281059,30.57226944,373914.4063,45.94892883,3.265625,2.263299942,1.700500011
39527.26458,27.50308037,28.64063072,9.648439407,5.488280773,1704.883057,7.393023968,78.62860107,13.57421017,36.9375,49.72266006,89.00977325,92.71875,99.75576782,8543.460938,61.29455185,45.12646866,3.128906012,55.98905945,71.27528381,30.69062042,30.64843941,397545.1875,45.94181824,3.296875,2.263910055,1.703245044
39527.26667,27.49670029,28.39452934,9.537109375,5.457030773,1686.991943,7.396786213,78.82579803,14.23437023,37.11914063,50.29541016,89.44335938,92.8359375,99.75351715,8514.927734,57.48192978,43.53625107,3.059082031,55.99443054,71.27528381,30.66406059,30.61680031,384739.3125,45.93471909,3.320312977,2.275500059,1.755399942
39527.26875,27.49032021,28.53417969,9.191404343,5.548828125,1692.764038,7.400547981,78.66364288,14.66405964,37.21289063,51.09960938,89.46679688,92.9609375,99.75126648,8421.523438,57.4509697,41.90452957,3.158202887,55.99980164,71.27528381,30.61914063,30.5925808,377052.1875,46.06863022,3.289062977,2.275500059,1.755399942
